scenario,ARRIVAL_P,ARRIVAL_L1,ARRIVAL_L2,total_time,total_arrivals,web_util,web_rt_mean,web_throughput,mit_util,mit_rt_mean,mit_throughput,drop_fp_rate,drop_full_rate,spikes_count,spike0_util,spike0_rt_mean,spike0_throughput,spike0_completions,spike1_util,spike1_rt_mean,spike1_throughput,spike1_completions,spike2_util,spike2_rt_mean,spike2_throughput,spike2_completions,spike3_util,spike3_rt_mean,spike3_throughput,spike3_completions,spike4_util,spike4_rt_mean,spike4_throughput,spike4_completions,spike5_util,spike5_rt_mean,spike5_throughput,spike5_completions,spike6_util,spike6_rt_mean,spike6_throughput,spike6_completions,spike7_util,spike7_rt_mean,spike7_throughput,spike7_completions,spike8_util,spike8_rt_mean,spike8_throughput,spike8_completions,spike9_util,spike9_rt_mean,spike9_throughput,spike9_completions,spike10_util,spike10_rt_mean,spike10_throughput,spike10_completions,spike11_util,spike11_rt_mean,spike11_throughput,spike11_completions,spike12_util,spike12_rt_mean,spike12_throughput,spike12_completions,spike13_util,spike13_rt_mean,spike13_throughput,spike13_completions,spike14_util,spike14_rt_mean,spike14_throughput,spike14_completions,spike15_util,spike15_rt_mean,spike15_throughput,spike15_completions,spike16_util,spike16_rt_mean,spike16_throughput,spike16_completions,spike17_util,spike17_rt_mean,spike17_throughput,spike17_completions,spike18_util,spike18_rt_mean,spike18_throughput,spike18_completions,spike19_util,spike19_rt_mean,spike19_throughput,spike19_completions,spike20_util,spike20_rt_mean,spike20_throughput,spike20_completions,spike21_util,spike21_rt_mean,spike21_throughput,spike21_completions,spike22_util,spike22_rt_mean,spike22_throughput,spike22_completions,spike23_util,spike23_rt_mean,spike23_throughput,spike23_completions,spike24_util,spike24_rt_mean,spike24_throughput,spike24_completions,spike25_util,spike25_rt_mean,spike25_throughput,spike25_completions,spike26_util,spike26_rt_mean,spike26_throughput,spike26_completions,spike27_util,spike27_rt_mean,spike27_throughput,spike27_completions,spike28_util,spike28_rt_mean,spike28_throughput,spike28_completions,spike29_util,spike29_rt_mean,spike29_throughput,spike29_completions,spike30_util,spike30_rt_mean,spike30_throughput,spike30_completions,spike31_util,spike31_rt_mean,spike31_throughput,spike31_completions,spike32_util,spike32_rt_mean,spike32_throughput,spike32_completions,spike33_util,spike33_rt_mean,spike33_throughput,spike33_completions,spike34_util,spike34_rt_mean,spike34_throughput,spike34_completions,spike35_util,spike35_rt_mean,spike35_throughput,spike35_completions,spike36_util,spike36_rt_mean,spike36_throughput,spike36_completions,spike37_util,spike37_rt_mean,spike37_throughput,spike37_completions,spike38_util,spike38_rt_mean,spike38_throughput,spike38_completions,spike39_util,spike39_rt_mean,spike39_throughput,spike39_completions
x10,0.03033,0.4044,12.9289,74994.32272555288,500000,0.9038220143832584,1.680011139221921,5.644667284337812,0.007354010071063131,0.0011182707107790998,6.667171351487312,0.010028,0.0,2,0.15397555758808243,0.421245916809858,0.9553789859827259,71648,9.319483871273288e-05,0.4352799201691596,0.0002666868540594925,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
