scenario,ARRIVAL_P,ARRIVAL_L1,ARRIVAL_L2,total_time,total_arrivals,burn_in_rt,batch_size,n_batches,confidence,web_rt_mean_bm,web_rt_ci_hw,web_util_point,web_throughput_point,mit_rt_mean_bm,mit_rt_ci_hw,mit_util_point,mit_throughput_point,system_rt_mean_bm,system_rt_ci_hw,illegal_share,processed_legal_share,processed_illegal_share,completed_legal_share,completed_illegal_share,completed_legal_of_completed_share,completed_illegal_of_completed_share,spikes_count,spike0_rt_mean_bm,spike0_rt_ci_hw,spike0_util_point,spike0_thr_point,spike0_completions,spike1_rt_mean_bm,spike1_rt_ci_hw,spike1_util_point,spike1_thr_point,spike1_completions,spike2_rt_mean_bm,spike2_rt_ci_hw,spike2_util_point,spike2_thr_point,spike2_completions,spike3_rt_mean_bm,spike3_rt_ci_hw,spike3_util_point,spike3_thr_point,spike3_completions
validation_infinite,0.03033,16.176,517.156,3900.0,1000000,5000,1024,256,0.95,3.268033502089241,0.2311026363986554,0.9512440313675387,5.74999877101605,0.0021144816116831357,1.5693705290554814e-05,0.2755830540606193,250.86716661022407,2.758878787293236,0.05789540166366995,0.900226,0.097629,0.881045,0.096653,0.872254,0.09975467201702537,0.9002453279829746,49,3.1660018732469255,0.2256931464734699,0.9508438719211322,5.953239566278342,23596,3.1538926186501772,0.135445759537311,0.9573128545271345,5.900607569013683,23362,3.1062896734290892,0.18502206912000438,0.9555828364597334,5.9734207726534,23311,3.1358630371266027,0.15529571291033567,0.9532652176595017,5.951791992463644,23340
validation_infinite,0.03033,16.176,517.156,45300.0,12000000,5000,1024,256,0.95,3.1824147537521488,0.05144817637807106,0.9959331067426614,6.191133315407294,0.0021144816116831357,1.5693705290554814e-05,0.28523590192081916,259.2307256705499,2.758878787293236,0.05789540166366995,0.9000715833333334,0.09778391666666666,0.8808233333333333,0.09681308333333333,0.872029,0.09992658762328398,0.900073412376716,52,3.188674518110808,0.049587369908408924,0.9957086056329971,6.160653860221353,279295,3.1739713377862913,0.053079120761755035,0.9962671482188163,6.215956915609528,281684,3.116376499242304,0.04651869759631497,0.9962108193185482,6.317583155536206,285914,3.143686208235852,0.04594880257545872,0.9959704598596087,6.270503859212621,283921
validation_infinite,0.03033,16.176,517.156,75300.0,20000000,5000,1024,256,0.95,3.1824147537521488,0.05144817637807106,0.9979080807816404,6.215856860181811,0.0021144816116831357,1.5693705290554814e-05,0.2859356569033274,259.9238894888821,2.758878787293236,0.05789540166366995,0.90002105,0.09784155,0.880778,0.09686795,0.8719736,0.09998327383874071,0.9000167261612593,52,3.188674518110808,0.049587369908408924,0.9980878699589756,6.195506922078515,466712,3.1739713377862913,0.053079120761755035,0.997888252811681,6.236776266057667,469714,3.116376499242304,0.04651869759631497,0.9977295107927802,6.315548730156971,475290,3.143686208235852,0.04594880257545872,0.9978315461280844,6.257854884619269,471094
