replica,time,web_rt_mean,web_util,web_throughput,mit_rt_mean,mit_util,mit_throughput,analysis_rt_mean,analysis_util,analysis_throughput,system_rt_mean,arrivals_so_far,false_positives_so_far,mitigation_completions_so_far,spikes_count,scenario,mode,is_final,illegal_share,processed_legal_share,processed_illegal_share,completed_legal_share,completed_illegal_share,completed_legal_of_completed_share,completed_illegal_of_completed_share,spike0_rt_mean,spike0_util,spike0_throughput,spike1_rt_mean,spike1_util,spike1_throughput,spike2_rt_mean,spike2_util,spike2_throughput,spike3_rt_mean,spike3_util,spike3_throughput
0,58100.0,3.1411165564701227,0.9999999952862254,6.299018932874355,0.002461826208819747,0.2987053812245003,271.56051635111874,,,,2.845523836655185,15465518,157450,15777666,53,transitory_x40,transitory,False,0.8999796838360021,0.10205251450355558,0.9181310318865492,0.0989871790909299,0.8907860700171828,0.10000995599762624,0.8999900440023738,3.207659933660608,0.9999991858868892,6.167555938037866,3.148462706501592,0.999998781019587,6.277469879518073,3.179945955141327,0.9999977332472575,6.21433734939759,3.132745565281398,0.9999948197924212,6.303734939759036
0,58200.0,3.141655286032812,0.9999999952943247,6.299845360824742,0.0024617940230412826,0.29871738293207567,271.57414089347077,,,,2.8454634672935444,15492911,157746,15805615,53,transitory_x40,transitory,False,0.8999789000272447,0.1020531261039323,0.9181306211595742,0.0989876595818565,0.8907728186136227,0.100011731891265,0.899988268108735,3.2064135179193047,0.9999991872857089,6.170051546391752,3.149439762665595,0.999998783114055,6.277920962199313,3.178230668947142,0.9999977371420216,6.217766323024055,3.132091170120753,0.9999948286931215,6.304312714776632
0,58300.0,3.1402980807277348,0.9999999953023961,6.300205831903945,0.0024617284620381597,0.29872682279603113,271.58485420240135,,,,2.845243207716834,15520174,158007,15833397,53,transitory_x40,transitory,False,0.8999748327563853,0.10205671663217178,0.9181249514341785,0.0989924468630313,0.8907710055312524,0.10001626815332894,0.899983731846671,3.205236004278388,0.99999918867973,6.171029159519725,3.1491381258161724,0.9999987852013379,6.2768782161234995,3.1784287686552073,0.9999977410234246,6.214116638078902,3.1322503347160984,0.9999948375632877,6.302658662092624
0,58400.0,3.1401539802010436,0.99999999531044,6.3024143835616435,0.0024617579910259806,0.29874261915775296,271.59678082191783,,,,2.8453856855573507,15547505,158302,15861252,53,transitory_x40,transitory,False,0.8999741116018294,0.10205746838479872,0.9181224254309615,0.09899491912046338,0.8907841483247634,0.10001718805388016,0.8999828119461198,3.2054991320910915,0.9999991900689771,6.1717808219178085,3.148587029133849,0.9999987872814726,6.277739726027397,3.179664094461079,0.9999977448915353,6.213202054794521,3.1329698014153955,0.9999948464030766,6.30375
0,58500.0,3.13801717539407,0.9999999953184563,6.306102564102564,0.0024617411767189055,0.29872838925825657,271.58502564102565,,,,2.8453478393512492,15573474,158583,15887724,53,transitory_x40,transitory,False,0.8999663787283428,0.10206489573232022,0.9181137105311249,0.09900103213964977,0.8907650919762669,0.10002467222050049,0.8999753277794995,3.20514869759626,0.9999991914534746,6.1689401709401706,3.150379349045143,0.9999987893544957,6.274239316239316,3.17977188888757,0.9999977487464216,6.213111111111111,3.13225144098264,0.999994855212644,6.302837606837607
0,58600.0,3.13830506867795,0.9999999953264453,6.305170648464164,0.0024616950561566374,0.29871287506629457,271.5722013651877,,,,2.8453975342307127,15599402,158844,15914131,53,transitory_x40,transitory,False,0.8999658448445652,0.10206493813032064,0.9181108352743266,0.09900123094462211,0.8907736976071262,0.10002398332061412,0.8999760166793859,3.2063723065117475,0.9999991928332468,6.171450511945393,3.1508615545574337,0.9999987914204437,6.27259385665529,3.1789601259025124,0.9999977525881512,6.215341296928328,3.1313769879012328,0.9999948639921445,6.302491467576792
0,58700.0,3.138549165381948,0.9999999953344071,6.304940374787053,0.0024616372792854893,0.29871700981757476,271.57787052810903,,,,2.8450776131261697,15626369,159124,15941621,53,transitory_x40,transitory,False,0.8999614049815411,0.10206868914973145,0.9181057352479005,0.09900534154799494,0.8907662426248861,0.10002847437849044,0.8999715256215096,3.205240679264282,0.999999194208318,6.171669505962521,3.1513440991483925,0.9999987934793527,6.272078364565588,3.177908304009142,0.9999977564167915,6.217069846678024,3.133691194546209,0.999994872741732,6.301396933560477
0,58800.0,3.138847783721543,0.9999999953423417,6.303571428571429,0.0024616105111161988,0.29870614471945894,271.5691326530612,,,,2.845052447324273,15652483,159407,15968265,53,transitory_x40,transitory,False,0.8999629643424625,0.10206712890216843,0.9181074338173695,0.09900486715110951,0.8907661487318018,0.10002805251151309,0.899971947488487,3.2056923630244434,0.999999195578712,6.1720578231292516,3.151183695331181,0.9999987955312586,6.269608843537415,3.1786368369288422,0.9999977602324092,6.215238095238095,3.13323951908405,0.999994881461559,6.302091836734694
0,58900.0,3.139677807936203,0.9999999953502495,6.302597623089983,0.002461481734849995,0.2987276011846709,271.5899151103565,,,,2.845035729177023,15680248,159683,15996646,53,transitory_x40,transitory,False,0.8999699494548811,0.10205967405617564,0.9181184506775658,0.09899747759091565,0.8907666511397013,0.10002128256343354,0.8999787174365664,3.205068965107492,0.9999991969444526,6.1723259762308995,3.1521408797342527,0.999998797576197,6.270509337860781,3.1794072073977144,0.9999977640350706,6.213242784380306,3.1326570292253533,0.9999948901517771,6.30188455008489
0,59000.0,3.1389280822197625,0.9999999953581304,6.30228813559322,0.0024615264141240652,0.2987440773145777,271.60303389830506,,,,2.8449929211814817,15707638,159970,16024579,53,transitory_x40,transitory,False,0.8999725483869695,0.10205678282119819,0.9181207257259175,0.09899508761279067,0.8907718015910476,0.1000185889148319,0.8999814110851682,3.2049015850126574,0.9999991983055637,6.172271186440678,3.1520324073318573,0.9999987996142035,6.270983050847458,3.1809738731527495,0.9999977678248416,6.210203389830508,3.1327221199221507,0.9999948988125368,6.302389830508474
