web_rt,web_util,web_thr,spike0_rt,spike0_util,spike0_thr,spike1_rt,spike1_util,spike1_thr,spike2_rt,spike2_util,spike2_thr,spike3_rt,spike3_util,spike3_thr,spike4_rt,spike4_util,spike4_thr,spike5_rt,spike5_util,spike5_thr,spike6_rt,spike6_util,spike6_thr,spike7_rt,spike7_util,spike7_thr,spike8_rt,spike8_util,spike8_thr,spike9_rt,spike9_util,spike9_thr,spike10_rt,spike10_util,spike10_thr,spike11_rt,spike11_util,spike11_thr,spike12_rt,spike12_util,spike12_thr,spike13_rt,spike13_util,spike13_thr,spike14_rt,spike14_util,spike14_thr,spike15_rt,spike15_util,spike15_thr,spike16_rt,spike16_util,spike16_thr,spike17_rt,spike17_util,spike17_thr,spike18_rt,spike18_util,spike18_thr,spike19_rt,spike19_util,spike19_thr,spike20_rt,spike20_util,spike20_thr,spike21_rt,spike21_util,spike21_thr,spike22_rt,spike22_util,spike22_thr,spike23_rt,spike23_util,spike23_thr,spike24_rt,spike24_util,spike24_thr,spike25_rt,spike25_util,spike25_thr,spike26_rt,spike26_util,spike26_thr,spike27_rt,spike27_util,spike27_thr,spike28_rt,spike28_util,spike28_thr,spike29_rt,spike29_util,spike29_thr,spike30_rt,spike30_util,spike30_thr,spike31_rt,spike31_util,spike31_thr,spike32_rt,spike32_util,spike32_thr,spike33_rt,spike33_util,spike33_thr,spike34_rt,spike34_util,spike34_thr,spike35_rt,spike35_util,spike35_thr,spike36_rt,spike36_util,spike36_thr,spike37_rt,spike37_util,spike37_thr,spike38_rt,spike38_util,spike38_thr,spike39_rt,spike39_util,spike39_thr,spike40_rt,spike40_util,spike40_thr,spike41_rt,spike41_util,spike41_thr,spike42_rt,spike42_util,spike42_thr,spike43_rt,spike43_util,spike43_thr,spike44_rt,spike44_util,spike44_thr,spike45_rt,spike45_util,spike45_thr,mit_rt,mit_util,mit_thr
3.17891908796262,1.0,6.01879402599199,2.460044119600563,1.0,7.636206126346199,2.7616995067825543,1.0,7.219466052423957,3.414138401896133,1.0,5.6826219931688415,3.1979982569758354,1.0,5.981535947351922,3.10265618421243,1.0,6.17262521123029,3.129415963677544,1.0,6.833299599948811,3.139054421449735,1.0,6.5753077372876945,3.54323705078933,1.0,5.104918645629642,3.142683269085499,1.0,6.305940593530945,3.6496543161242894,1.0,5.63684998785159,3.1681018122096725,1.0,6.06137790077616,2.555706919774466,1.0,7.717440089291309,3.0251457832045854,1.0,6.274664779781457,2.890818675807548,1.0,7.013788509433606,2.8796280344315397,1.0,6.476642611703116,3.2273872627231217,1.0,6.36584370836466,2.869371389969745,1.0,6.700450078051743,3.137792944064775,1.0,6.168295917291954,2.575237913903248,1.0,7.912112720959876,2.9733304056693273,1.0,6.47922253103797,3.0414222613093598,1.0,6.377823062645089,2.9701450490604184,1.0,6.1465501609033435,3.0183098615465687,1.0,5.785929157344066,2.5521795482108156,1.0,7.33949136161967,3.1015558950415603,1.0,6.461125914717041,3.81029637466783,1.0,4.91378183817762,3.5157480597145727,1.0,5.4576935079667095,2.933175109602314,1.0,6.543583977424461,3.1015990806316043,1.0,6.315627050245891,3.4934602521504683,1.0,5.272833384707289,3.2842940264974456,1.0,5.538251690685151,2.9215077321218446,1.0,6.136315045476529,2.513452428206056,1.0,7.042825696933525,2.17385774929208,1.0,7.239075336660109,2.4118914967368394,0.9889736519432563,6.591928233105526,2.468184269416054,0.9720237821936363,5.907148578490537,1.9681467755671513,0.8949014983820789,6.033972482576234,2.065742044941126,0.8571536650380962,4.624419272107795,1.8463325676330302,0.751373152900021,4.137926288185376,1.2531914136898614,0.4603099208447961,3.0409257163917647,1.250706130651986,0.36878142529444374,2.2472782787700436,1.184561942494392,0.3129993049248548,1.947997471776977,1.39492892462172,0.2681684424282346,1.1950912657954962,1.129919343917095,0.14374678994749962,0.9397320526297143,0.9387588458555978,0.05605164727671085,0.36173356555339536,0.9135580448150201,0.014704466322309546,0.11075323276984758,0.0021757298641661414,0.2950979411958568,265.70415601063047
2.970004628797795,1.0,7.096845896769678,3.3240932213207524,1.0,5.60875842907721,3.2777038318759817,1.0,5.901161354372136,3.292974410413897,1.0,6.122291489870918,3.880240612144364,1.0,5.081619151086764,3.0689484374780434,1.0,6.65519772102316,2.759221268451587,1.0,6.876896819323011,3.149068454535927,1.0,5.8427698055493735,3.106613053571874,1.0,7.361975595162562,2.974995415779657,1.0,5.989335131381985,3.1577241389430233,1.0,6.299779434718365,3.390155244482708,1.0,6.010534811199945,3.510463562447376,1.0,5.7086729055693475,2.903377573884227,1.0,6.9277019643153706,3.0113742793647544,1.0,6.150663974212807,3.094271162454776,1.0,6.8625078358822735,3.419516257623379,1.0,5.7060473046789735,2.962673702733091,1.0,6.790134362599046,2.7028918996373963,1.0,7.195358151421039,2.5291185672118446,1.0,6.343164001869992,2.9252688138221115,1.0,6.246266481971049,3.6358495408689375,1.0,4.954638134973693,2.859142116515277,1.0,6.1509180708659486,3.1251999630317706,1.0,6.187931748959944,2.91919409524187,1.0,6.392100357969042,2.796284477265713,1.0,6.452609906386325,3.1904276163527725,1.0,6.240477453921092,2.89862303084699,1.0,6.277711178114522,2.7115357097684547,1.0,6.875717464743207,2.4774727764570783,1.0,6.789493353871877,3.118817139245154,1.0,5.5723163344369135,2.3086269047014514,1.0,7.238395593756731,2.6434522364099196,1.0,6.631901668638654,2.613274934302471,1.0,6.215462358890781,2.1001725393543134,0.9571598596260915,6.98378479917848,2.1914850845244622,0.9423453743470692,6.554274570159528,1.6878606127220979,0.8722342299560956,6.636878309329867,1.6616311724380708,0.8804651154756694,5.616109727826554,1.5257180495981504,0.7827456961835071,5.022772320943016,1.175563452727597,0.5678432816278346,4.087558855209119,1.744564773677303,0.7947093213467136,3.7814952709157477,1.1725334352518828,0.4988938443584588,3.7381685279476273,1.1586119979636473,0.291908989305698,2.2285411318106725,1.176299612406059,0.41475972697185753,2.4461127392772344,1.1538151500580967,0.1359694219487565,0.7038263101124953,0.9766161680462998,0.05943107807093501,0.35794538210521143,,,,0.0021717386934392686,0.311000836212159,289.740207607029
2.9582956398325995,1.0,6.067250792984004,3.593222279357384,1.0,5.877778675342398,2.7516799820254088,1.0,6.818115705899125,3.5295338534017007,1.0,5.881781842410068,3.1863180251900873,1.0,6.370394936258163,3.483867253304177,1.0,5.524892162910153,3.4324115844344103,1.0,5.362297336739262,3.272102572767553,1.0,6.901715393625526,2.736029727669899,1.0,6.91452833237217,2.80681286309618,1.0,6.875782194183285,2.776101700150582,1.0,6.741504613641798,3.6519821563900363,1.0,5.36462429015657,2.7438494536237887,1.0,6.4672687564466855,3.0695951760699303,1.0,5.865905335837332,4.2535889440221535,1.0,4.929931479514934,2.637944730614886,1.0,7.106234327596021,3.4657430220817527,1.0,6.134929804465419,2.6241128342780637,1.0,7.612152484911516,2.731067267317588,1.0,7.166405598600817,3.6835398774408787,1.0,5.857688770828659,3.924523662718852,1.0,5.288310463035447,2.9268056642644917,1.0,7.11852275896504,3.5648254868748315,1.0,6.158982147471275,2.764223928788909,1.0,7.282524213453035,2.8526983036824536,1.0,6.438553837671189,2.94574677904101,1.0,6.0038448844612935,2.4407013068039864,1.0,7.40184544104641,3.5194662855110757,1.0,5.431097853659336,2.7249919827712286,1.0,6.7121472402140006,2.8758272783826158,1.0,6.605446725143559,2.6475592444200076,1.0,6.428567265151341,2.7032682215445787,1.0,6.51331627644889,1.9778276406382718,1.0,7.8504932246414745,1.9878235906645016,0.952192710946548,7.267665061170003,1.863281536302383,0.974811869353505,7.607223047013663,2.0930458792323505,0.9981961121959831,5.96232890650252,1.891140043443059,0.9831032663700883,5.728731117907692,1.9061705660061998,0.9385701959574512,5.2527080935150074,1.6678079302853412,0.8231128368048156,5.947885820040267,2.1779133480789654,0.979073905019499,5.055402651915987,1.3943647742709384,0.6574743348700258,4.653687071803111,1.4966209566361734,0.49732328165665896,2.7195018465590515,1.1432111329752015,0.3390356274650285,2.4354016923133393,1.1597828176355327,0.29471443062613917,1.649386342531165,1.144967146545178,0.09904713472474745,0.5429140294792771,1.0336038376477419,0.05247605055575155,0.28714968736733804,,,,0.0021135864376384435,0.29341251909572746,264.41055601059526
3.010631844948785,1.0,7.058962128549284,3.4529575506773273,1.0,5.326399369243772,3.5960546448731407,1.0,6.080426652362499,2.5767331632207524,1.0,6.796685533202298,3.270251318121625,1.0,5.931315150466311,3.0439985734967996,1.0,6.0315113133325315,3.3211370275456638,1.0,6.853048694841232,2.748803483756671,1.0,6.511963304558841,2.790911638078135,1.0,6.306234278553642,3.3739798604842504,1.0,6.019465356968398,3.520039209203783,1.0,5.501208978309236,3.353013972318407,1.0,5.8869758141557025,3.383663404561318,1.0,6.218945327478919,2.9041630985056743,1.0,6.880595674502588,3.7934188822352253,1.0,5.078473289688239,2.365107069561412,1.0,7.962613494055476,2.767798429892794,1.0,6.065832539987603,2.7332152629120543,1.0,7.3856100075173705,2.8668852105315783,1.0,6.603984785228534,2.7824188042192466,1.0,6.9966979900116115,2.875070426344011,1.0,6.456507853824912,3.0245166856093486,1.0,6.126873371386891,2.560145149940404,1.0,6.93868115322757,2.8085749637087862,1.0,6.221139522879779,3.7388093563513163,1.0,4.6836387389396705,3.3325923552458563,1.0,5.7740799997004775,3.8021363974237246,1.0,4.974609984511081,2.846078347422711,1.0,6.5030709890766545,2.4901438123014,1.0,6.455977941238649,2.8081306287706926,1.0,5.3874052577887355,3.307523507444233,1.0,5.667792627562291,2.7949484221625425,1.0,6.3637594826012736,2.8889237857883443,1.0,5.740952112406092,2.235500724438748,1.0,7.049602588162012,2.2154474449415593,1.0,5.9728354095996465,2.3106044539977915,1.0,6.591372143254518,2.893623855834675,1.0,5.437433936045177,3.4844498548863196,1.0,4.252091134199475,1.8390896668616692,0.9399468493810245,5.6072975404583,1.8396848270054855,0.8430109603807036,4.990875937606179,1.4850772202147455,0.6794207771223262,3.803419012304428,1.260205624363587,0.5122490744176437,2.9426451840031485,1.1681034436964528,0.3923480013063541,2.648356726659641,1.098532117201829,0.21886686038796485,1.1679877545874287,1.021277632619787,0.08898083879286525,0.5950566276237079,0.9571387480063309,0.04945438495854845,0.32428704255555296,,,,0.002230929624009267,0.30278679469779834,272.8534449752481
3.3878023977005847,1.0,6.089755913074243,3.690622318535476,1.0,5.721529533284753,3.2878611027047984,1.0,6.038438522244022,3.644982106929189,1.0,5.4991971072168475,3.216812809818978,1.0,6.144346094497302,3.661973099653319,1.0,6.368870617523872,2.9942027105455327,1.0,6.214415062851931,3.3114468763959737,1.0,5.785027301690839,3.2400934200643507,1.0,7.300193423269061,3.3999121353648296,1.0,6.254484989078787,3.0609883499953376,1.0,6.492269848330763,3.051118357432966,1.0,6.688927548873481,3.260841667974284,1.0,6.1283657161847,3.16213435289425,1.0,7.082861787395087,2.741467659378526,1.0,6.719569128716013,3.2107406893181727,1.0,5.857833575211013,2.9585748958400693,1.0,6.911864963807452,2.840446219234343,1.0,6.513776101331009,3.2295105357302987,1.0,6.308343798409474,3.145126521113883,1.0,5.290327991214727,2.887432827866714,1.0,6.647986405604336,3.543125578501516,1.0,5.343405771089471,2.8802061991520893,1.0,7.019096231730675,3.3018368450933964,1.0,6.152280294668635,3.8023334607766417,1.0,5.684085663205804,3.7339315138583196,1.0,5.739162576474322,2.7251578450555964,1.0,7.194827495759809,2.787968601187904,1.0,6.749228296514425,2.785773294474414,1.0,7.590029513705362,3.6155522089280634,1.0,6.127663640836583,3.311017752499882,1.0,5.458594406532554,2.5150571390756356,1.0,6.539105341469105,2.727129866777912,1.0,6.351228913944566,2.539988695392213,1.0,6.551759652276722,2.538682034279378,1.0,6.879595462384635,1.9013004462554972,0.9836548506520466,7.356425975492515,2.270927810908885,1.0,5.992458218007103,1.9133927886287494,0.916744070125148,6.749004170238005,1.7162564196070034,0.9606195318229498,6.507664909644787,1.427323435609501,0.6942101273531374,4.503263906737934,1.463756249207778,0.5187016136948033,3.812669815099707,1.5273379278810182,0.721429534230863,4.766313811213936,1.2049035054607347,0.473511663017505,3.444888973482199,1.1206133326131371,0.15454858488040987,0.9782731018185438,0.9995360914548233,0.09562078112612037,0.7802472492555503,,,,,,,0.0024171316449915635,0.3400394099105979,297.3157418924711
3.5223015244528386,1.0,5.426425255359245,2.6281419767566883,1.0,7.399010680283038,3.580612192847124,1.0,5.073173909156112,3.0393550137130165,1.0,6.44546743922458,3.0691037744330574,1.0,6.578806479180675,2.521819082182802,1.0,6.996507551546179,3.41275821282359,1.0,6.034436490290867,3.5859407202356564,1.0,5.953038452985969,2.877469972099805,1.0,6.6046194481090446,3.096709207752435,1.0,5.820894435987874,3.4004047325019386,1.0,5.981111428058936,3.2357478758268243,1.0,6.112034773226648,3.0718351698992827,1.0,6.251096746470835,2.9067486423527793,1.0,6.209613768520019,3.947525780276197,1.0,5.374694916727108,3.442903234494304,1.0,5.650127341801675,3.2481146437045187,1.0,5.720134846321223,3.027766353738348,1.0,6.51729773005381,2.9004428446742394,1.0,6.501794792676435,3.5584244159967575,1.0,6.66412083678917,3.2785085242468224,1.0,5.476808161372902,2.822315621127845,1.0,7.018516118403142,2.578023097416034,1.0,7.204619705041584,2.9704278250661074,1.0,6.222626300777955,3.1455204935674375,1.0,5.389648241778565,3.2424916365783876,1.0,5.858155571111121,2.7696016448682017,1.0,6.668999247534419,2.83033357849285,1.0,6.655673759926936,2.748817465950985,1.0,6.438299196316413,2.7634552409089954,1.0,6.5233685702349735,3.0436155061579404,1.0,5.997696182850975,2.9162338133177914,1.0,6.311384835462082,2.658146556664546,1.0,6.26811175440349,2.637820031903896,1.0,5.941589029060389,2.4144657991174103,1.0,6.383799888518259,2.651664007124509,0.9972929463548296,5.744714578149682,2.590524901272076,1.0,5.564276213151655,1.3559764740530955,0.8514657980028044,6.273779448880887,1.4196952973556807,0.7657102757237064,5.157105667898979,1.801500317322268,0.9066739456631281,5.319673367714475,1.6869554910569957,0.8751289910934723,5.033571519524074,1.3395978848725871,0.5441428369163277,3.3260116917597755,1.1417670921887235,0.32632413465225485,2.087922116589286,1.1734744549009164,0.20057394688951305,1.070117446053765,0.9821019501753343,0.1457918257373498,1.0133929863000102,,,,,,,0.0022252074879776833,0.26991082076922984,235.90286545699357
3.0012589328691015,1.0,6.5772658040206515,2.7820575597075234,1.0,7.305238373758227,3.151265879720259,1.0,6.638097413997201,3.4640358313180966,1.0,5.9288563767362765,3.411636568222726,1.0,5.82388498149068,3.0676086533494926,1.0,6.607771565712409,2.7393069350784747,1.0,7.094007756220267,3.069656454740179,1.0,5.988734789707414,2.94884545471369,1.0,6.4132931293068465,3.6197215234400564,1.0,6.072606259080172,2.9231161674602233,1.0,6.568635412074435,2.857016674933286,1.0,6.314774421348413,2.6189366030489047,1.0,7.744041304954797,3.169143835600475,1.0,5.945750891623878,2.95435603014427,1.0,6.43953344637013,3.5569932791962247,1.0,5.922238824761505,2.668652534308358,1.0,7.497373710750243,3.0253164220725695,1.0,6.1255734951316105,2.827386097019161,1.0,6.448241635223112,2.8138716281733895,1.0,6.730737718329324,3.840048546111993,1.0,4.904834641194668,2.912596954713644,1.0,6.738099689323338,2.8237276872784483,1.0,6.285974333300459,2.836625451505448,1.0,6.53607103707917,3.2944678918938686,1.0,6.690206620273191,2.734415212321948,1.0,6.596110914992978,2.965789712914387,1.0,6.411807394991061,3.0178876521641307,1.0,6.157118335666815,3.1057387388589617,1.0,5.77823458681911,2.676028134500197,1.0,5.955173241464932,2.2835522279945017,1.0,7.979647518334797,3.0942000666127316,1.0,5.608289736150595,2.346147064744111,1.0,6.869637627521765,2.497937599200211,0.9922460193511405,6.953546791683499,2.768002986447975,1.0,5.809103986367093,2.243629594410299,1.0,6.178074532885017,2.243356765545502,0.9895598113389688,6.202784082527724,1.9394310770147971,0.9910060798796312,6.391540600657152,1.7233370591325334,0.9328622666477283,6.468885239378883,1.3604409799645631,0.6645519633808626,4.578309800744142,1.4285370654517202,0.7725495543224182,5.456373424337671,1.399231664108951,0.6619155930102449,4.090902664021321,1.211244491577427,0.3192438276812988,1.789075361883519,1.1546159552951776,0.19112457825835155,1.071497696069678,1.0708134826348092,0.0991585200014665,0.47598136252507656,,,,,,,0.0019232303338810246,0.263510747386267,251.41061356497147
3.025028711642705,1.0,6.773417637470402,3.01959949320161,1.0,5.706123851825138,3.228204169243266,1.0,6.174387824194673,2.912149087334786,1.0,6.608922482805295,3.415568881400866,1.0,5.565644119813101,3.2538838520490447,1.0,5.79225325527949,3.1461605681184777,1.0,6.065341925118388,3.435639284002723,1.0,5.809023479933469,3.177324341542195,1.0,5.891092261372923,2.7932768851424514,1.0,6.386919865597033,3.3823724829484494,1.0,5.48519807992557,3.1976389130344596,1.0,6.520246086107116,2.936593969441795,1.0,6.476493385931601,3.4064643424105783,1.0,6.194282334510136,3.2924158444132745,1.0,6.267374014977862,3.350968010106794,1.0,5.693760057011607,3.278399332722558,1.0,6.542981014674119,2.9790698079253075,1.0,5.908966124583143,3.2011986301555635,1.0,6.400249311711582,3.066239023030541,1.0,6.2261677596081055,4.01183928863437,1.0,5.612804458299381,2.7556263799873864,1.0,6.680155927903831,3.176180103831139,1.0,6.716656068899901,3.067729440397878,1.0,6.254218142351498,2.733856703642427,1.0,6.6070473144107975,2.4567728064816454,1.0,6.755661934027759,2.3826956631738985,1.0,7.003138366147479,2.8493409886686982,1.0,5.901709118084967,3.550071334445159,1.0,5.025224083090174,3.2027575099089445,1.0,5.938297025247521,2.650010417399003,1.0,6.441650137664602,2.661587796256385,1.0,6.347853415840156,2.7202335151727866,1.0,6.442319558483907,2.6489668502296393,0.9921639928898919,5.583867439920774,2.301836710638126,0.9863735488836662,6.46041883660365,2.9565121156135716,1.0,5.3795426157906014,2.5558871396457516,1.0,5.581215997844952,2.2499350045218,0.9622696309080296,4.930131350665028,1.7430540599336235,0.8361756979212942,5.0403030900631505,2.203468697597025,0.9327315202885833,5.514640071340549,1.5754271367605406,0.7723814248701423,3.8981644410206844,1.2791487970099875,0.7502757435108587,4.617969833728179,1.1318607605547448,0.3056405643974192,1.9338062966282608,1.0805342266500455,0.19197856432665192,1.0958418348907226,0.9060451935517803,0.07022300231275518,0.6127300487598788,,,,,,,0.0021406208165645943,0.3058101680776372,274.2895239911101
3.4118969161393067,1.0,5.469243477542081,3.5117251521007447,1.0,6.280781466657003,3.2569711929397074,1.0,6.001568545590728,3.3896035909859,1.0,6.164645452458643,3.2038002394797287,1.0,6.40140512236182,2.7874764401245793,1.0,7.574526785479743,3.521640665100101,1.0,5.829034097571984,2.843804200320852,1.0,7.26435670259488,2.974655006493921,1.0,6.922341908726791,3.0763283664710563,1.0,6.827096836241833,3.259850609249639,1.0,6.379044230856253,2.995694609133302,1.0,6.32804994344927,2.927597960150701,1.0,6.7880680177954655,3.339273964474235,1.0,5.601589909317104,2.787805707971597,1.0,6.703651137619309,3.4142754578290946,1.0,6.146169831457612,2.9754640573372164,1.0,5.66708465233275,3.196453189054894,1.0,6.900822884004116,2.9015189523738316,1.0,6.511880304010516,3.4074580667074263,1.0,5.452136831560545,3.013387717686035,1.0,6.2171731536462875,3.148154128648595,1.0,5.873700041735054,2.6212003185313804,1.0,7.058381390388082,3.4779260651912165,1.0,5.543238182032827,3.2600177434777775,1.0,5.592249237964199,3.3865007179733824,1.0,6.237129668333661,3.289009271466135,1.0,5.606590289048716,2.882731569084795,1.0,5.935703987632168,3.301606369351657,1.0,6.072184699494946,2.580790973775635,1.0,7.4986983898644315,3.042195116382985,1.0,5.702843099367594,2.6511037450917034,1.0,6.81663525818992,2.6863299874684543,1.0,5.9765110412903315,2.350168717949374,1.0,6.960965074373586,2.459421184653294,1.0,6.20188785017514,2.2011921689250076,1.0,6.462550598092299,1.929965907242849,0.982204530278537,6.338235811495702,2.265091600291774,1.0,6.838926057800384,2.150725908445864,0.9741286471516661,6.065097354308556,1.6805416269435274,0.9195304001225458,6.362426795578356,1.3006691686623464,0.6230432948532996,4.839276666938882,1.2791311854897325,0.4998504219275251,2.963599176190779,1.2670709329997834,0.31337058709489424,1.8771330548902188,1.2801066200179119,0.21446178463611515,1.2801741807812843,0.9804474698900435,0.09701455655479613,0.6985137267169901,,,,,,,0.0020366836531646275,0.26926059496661314,245.32951368362473
3.2162464220908946,1.0,6.668620528140496,3.034976114849286,1.0,6.539712154491924,2.8520782658298884,1.0,7.193999289894059,2.8434616302042133,1.0,6.257715824027601,2.7731280031288237,1.0,7.2384815002539735,2.664646643950801,1.0,6.733797578672644,2.850332994241617,1.0,6.674187099317374,3.346826503825464,1.0,5.543463244728039,3.1846136329218644,1.0,6.198002791952529,2.7108901441218034,1.0,6.490664291124637,3.274405287966628,1.0,5.865439791565414,2.9327974223280915,1.0,6.7845581072437104,3.0362616552175137,1.0,6.368633183943358,3.1459754653084864,1.0,6.496055593285857,3.203019236614906,1.0,6.305429272389568,3.104853702213901,1.0,5.104852021933377,3.736782828346154,1.0,5.601438833908659,3.0934488887760234,1.0,5.778131972770029,2.9180469478485627,1.0,6.754031082147773,3.4555043901035365,1.0,5.213233862170638,2.6422658995677613,1.0,7.535161085889608,3.070183762650558,1.0,6.837298664449521,2.9783487363726437,1.0,6.37860804756081,3.2150086894002845,1.0,6.229304484374278,2.7902260889508503,1.0,6.356464361556665,3.3459853236213304,1.0,5.644779951881702,3.4200111412813654,1.0,5.4916962694814,3.3839042086684454,1.0,6.037917425642815,3.1609402369239574,1.0,5.727317766127975,2.3583267367159637,1.0,7.408305774024238,3.0846839098296357,1.0,6.309250017718531,2.1099175095417406,1.0,7.641760201258622,2.547296466007795,1.0,6.765509077840696,2.570634306248401,1.0,6.323260873211896,3.0603149485093044,1.0,5.419971792016848,2.6620604780890984,1.0,5.618751384539906,2.750821526404065,1.0,5.93360799097505,1.7850313567518912,0.9538463468199156,7.221777545862107,2.4990285990762713,0.9782720855237436,5.083552325015029,1.559957796769712,0.7806774551476537,4.764646539713529,1.8970181113318263,0.9334868995887637,4.900440108481593,1.26908783240691,0.407794373400346,2.61797578494228,1.1787692841480313,0.22705908720394918,1.5213561329028122,1.2007516344553237,0.2868117602322109,1.5976521433919546,,,,,,,,,,0.0018137328510175023,0.22496876700114996,222.2380599810999
