replica,time,web_rt_mean,web_util,web_throughput,mit_rt_mean,mit_util,mit_throughput,arrivals_so_far,false_positives_so_far,mitigation_completions_so_far,spikes_count,scenario,mode,is_final,illegal_share,spike0_rt_mean,spike0_util,spike0_throughput,spike1_rt_mean,spike1_util,spike1_throughput,spike2_rt_mean,spike2_util,spike2_throughput,spike3_rt_mean,spike3_util,spike3_throughput
1,16200.0,3.148313055657218,0.999999937784874,6.284382716049382,0.002114365477147811,0.28618540178269664,260.1727160493827,4306964,42182,4214798,50,finite simulation,finite simulation,False,0.8999935917736949,3.128231873653913,0.9999983251594461,6.3069753086419755,3.1383813474564954,0.9999819067954239,6.285061728395061,3.0976098204625044,0.9999782787787683,6.367592592592593,3.113531598327488,0.9999670765213179,6.336913580246914
1,16300.0,3.1417916239980186,0.9999999381665617,6.292760736196319,0.002114369958244269,0.28617251309713937,260.1650306748466,4333429,42447,4240690,50,finite simulation,finite simulation,False,0.899975054396876,3.130945479002271,0.9999983354345415,6.3033128834355825,3.1450019624520977,0.999982017796679,6.2754601226993865,3.0976929490722784,0.9999784120377943,6.369509202453988,3.1139705372149242,0.9999672785058498,6.337116564417178
1,16400.0,3.1412110079884763,0.9999999385435949,6.296524390243903,0.0021143878728869143,0.28623638981857913,260.22341463414637,4361037,42704,4267664,50,finite simulation,finite simulation,False,0.8999852558003979,3.1354351158907274,0.9999983455843309,6.2995731707317075,3.14642710706009,0.9999821274442601,6.277865853658537,3.0984253528795804,0.9999785436717104,6.370243902439024,3.1089572486739963,0.9999674780271555,6.345304878048781
1,16500.0,3.1403900035655554,0.999999938916058,6.290545454545454,0.002114372439824318,0.28623891855860834,260.2240606060606,4387647,42962,4293697,50,finite simulation,finite simulation,False,0.8999753170663,3.135864764254314,0.9999983556110925,6.298484848484849,3.1444500780442115,0.9999822357627797,6.275818181818182,3.096299179901945,0.9999786737100635,6.374060606060606,3.1060245851657386,0.9999676751300213,6.34460606060606
1,16600.0,3.1423463597782626,0.9999999392840335,6.295180722891566,0.0021142677800717958,0.28618749333656074,260.18385542168676,4413562,43224,4319052,50,finite simulation,finite simulation,False,0.8999701374989181,3.1349456029737017,0.9999983655170498,6.299819277108433,3.1439317155463162,0.999982342776257,6.283192771084337,3.0996499347553303,0.9999788021816897,6.369096385542169,3.105768662923922,0.9999678698581537,6.351927710843373
1,16700.0,3.1399754342063497,0.9999999396476023,6.292634730538922,0.0021144861667850637,0.28625368591339867,260.2295209580838,4440968,43475,4345833,50,finite simulation,finite simulation,False,0.8999749604140359,3.138252789674646,0.9999983753043729,6.2921556886227545,3.1400048702571848,0.9999824485081357,6.291916167664671,3.0978112560016875,0.9999789291147335,6.367544910179641,3.103290415425068,0.9999680622542126,6.358023952095809
1,16800.0,3.142334285542832,0.9999999400068427,6.2942261904761905,0.002114614056510686,0.2862483463557238,260.223630952381,4467460,43723,4371757,50,finite simulation,finite simulation,False,0.8999952993423556,3.1378390188384744,0.9999983849751801,6.298392857142857,3.1389491932919107,0.9999825529813015,6.293571428571428,3.0996041406432626,0.9999790545366696,6.369761904761905,3.1041873858667506,0.9999682523598423,6.350059523809524
1,16900.0,3.141366815202067,0.9999999403618318,6.294319526627219,0.002114431591133393,0.2862244760799204,260.20863905325444,4493742,43973,4397526,50,finite simulation,finite simulation,False,0.8999813518444094,3.135716345971703,0.99999839453154,6.30319526627219,3.1358426521565885,0.9999826562180986,6.297041420118343,3.10045349034504,0.9999791784743224,6.366686390532545,3.1039620803836954,0.9999684402157012,6.343905325443787
1,17000.0,3.1372146817531688,0.9999999407126445,6.297941176470588,0.0021145199616589695,0.2862779241154645,260.2520588235294,4521112,44250,4424285,50,finite simulation,finite simulation,False,0.8999637699751742,3.133603018695774,0.9999984039754721,6.302470588235294,3.1381540750025883,0.999982758240345,6.294176470588235,3.0991054071792865,0.9999793009538852,6.3648235294117645,3.1086637071830436,0.9999686258614912,6.337529411764706
1,17100.0,3.1393341771494976,0.9999999410593542,6.297777777777778,0.002114472184605803,0.2862672245044396,260.2430409356725,4547496,44533,4450156,50,finite simulation,finite simulation,False,0.8999669268538114,3.139071574504692,0.9999984133089489,6.290409356725146,3.1359677362379412,0.9999828590693488,6.297134502923977,3.0977943770515877,0.9999794220009386,6.372163742690058,3.1085362069471922,0.9999688093359854,6.34514619883041
1,17200.0,3.1376922970629213,0.9999999414020324,6.299418604651163,0.002114323190644669,0.28625605232155477,260.2433139534884,4574069,44791,4476185,50,finite simulation,finite simulation,False,0.899974399161884,3.1396666811773946,0.9999984225338969,6.292325581395349,3.1354523015357616,0.9999829587259224,6.296860465116279,3.09698099418324,0.999979541640468,6.369476744186047,3.1087056727944433,0.9999689906770552,6.345755813953488
1,17300.0,3.1374504031622643,0.999999941740749,6.300462427745665,0.0021144330770458725,0.2862707592083456,260.2519653179191,4600822,45045,4502359,50,finite simulation,finite simulation,False,0.8999783082240521,3.138312091034554,0.999998431652198,6.289884393063584,3.1371060647388744,0.9999830572303968,6.296184971098266,3.096515856319262,0.9999796598968814,6.36121387283237,3.107754138068503,0.9999691699216966,6.350057803468208
1,17400.0,3.13709364281184,0.9999999420755723,6.297873563218391,0.0021142518011886017,0.2862326462010103,260.236091954023,4627119,45314,4528108,50,finite simulation,finite simulation,False,0.8999911175831008,3.141825980585578,0.9999984406656912,6.287298850574713,3.1361368316537295,0.9999831546026359,6.288505747126437,3.1010049143412024,0.9999797767940258,6.362413793103448,3.1054292647513826,0.9999693471060547,6.352873563218391
1,17500.0,3.1382313128281645,0.999999942406569,6.291714285714286,0.0021145012747047303,0.2862237482828048,260.2250285714286,4653561,45569,4553938,50,finite simulation,finite simulation,False,0.9000032448269185,3.1406944382083695,0.9999984495761729,6.284285714285715,3.1416748306866538,0.9999832508620494,6.2884,3.1034829402653243,0.9999798923552028,6.3593714285714285,3.1037299812636348,0.9999695222654486,6.354342857142857
1,17600.0,3.144491009973513,0.9999999427338044,6.287954545454546,0.0021144918537636176,0.286267956190455,260.2763068181818,4681031,45839,4580863,50,finite simulation,finite simulation,False,0.9000111300266971,3.14440889351061,0.9999984583853992,6.276988636363637,3.1359610397981053,0.999983346027606,6.295909090909091,3.102446358296238,0.9999800066031846,6.363806818181819,3.1039515035027807,0.999969695434395,6.356988636363637
1,17700.0,3.1437114374205386,0.9999999430573422,6.289604519774011,0.002114381391196821,0.28619447747853705,260.21898305084744,4706512,46098,4605876,50,finite simulation,finite simulation,False,0.9000053542835968,3.148061082514405,0.9999984670950862,6.273841807909604,3.134869154845458,0.9999834401178455,6.300338983050848,3.100529832317373,0.9999801195602288,6.360790960451977,3.101983471504192,0.99996986664663,6.356045197740113
