web_rt,web_util,web_thr,spike0_rt,spike0_util,spike0_thr,spike1_rt,spike1_util,spike1_thr,spike2_rt,spike2_util,spike2_thr,spike3_rt,spike3_util,spike3_thr,spike4_rt,spike4_util,spike4_thr,mit_rt,mit_util,mit_thr,ana_rt,ana_util,ana_thr
3.8367867603600274,1.0,5.254734317909803,3.3041611727786235,1.0,6.00161207746089,2.7917995557461386,1.0,6.316997253084667,2.76855010739186,1.0,5.787392478621527,0.6895868533012305,0.2771335410570542,1.889422026272101,0.3793594699021402,0.0146179149410051,0.1060025836934759,0.0024767162366629,0.3758402736252203,338.2915446054079,0.0024558260290901738,0.0,333.5830906755228
2.9147654174589297,1.0,6.294032786441455,2.917646437241652,1.0,6.191770905971645,2.9141102272080825,1.0,6.421554470078576,1.7051318894214504,0.9698441484391422,5.907286476003065,1.0204072582355734,0.5395736071051868,3.141654515185225,0.4732341395160474,0.0111341050116564,0.0675897347674028,0.0025908474104029,0.4080177448766239,371.71823060828007,0.0024995659987381,0.0,325.2831574369129
3.21728428270221,1.0,6.526490139244279,3.0920259233964624,1.0,6.669819282999246,2.5192671558156845,1.0,6.860662677986443,2.032702039739995,0.929988169757012,4.879565437951035,0.5328163892860631,0.2268406058832563,1.5754720674946872,0.499776649503047,0.0151672370881552,0.0882638495844379,0.0025023865560845,0.3095502312377133,282.50946435842866,0.002403856157524551,0.0,264.9906011707536
2.827822028856301,1.0,7.065153508854883,2.58531758255522,1.0,6.322718033234215,2.7956002127081083,1.0,5.740955246913375,2.2048917989289567,1.0,6.32207529220363,0.8095278744164164,0.3226408866425228,2.2911627617242614,0.4940719288969218,0.0107960404401622,0.0631061045156409,0.0023537343191288,0.2723162998757266,259.21988655079485,0.0025437993910583925,0.0,239.97902823353652
3.2131499552969798,1.0,5.690571076935871,3.7881126418949327,1.0,5.222116350483143,3.45008058342491,1.0,5.343765761992064,2.652039569165113,1.0,5.992215055806731,0.7250354771971088,0.270149840869123,1.9203466818387367,0.3864934547880257,0.010192769032329,0.0761572939936102,0.0022474006990879,0.2640537564890152,245.138301463414,0.0024352293157608854,0.0,241.79226852099382
3.224673324071773,1.0,6.3320274827162,3.145782069658077,1.0,6.334488925406998,2.813320799097884,1.0,6.756444527601067,1.6667867773479457,0.8947901632008608,6.0440143335731245,0.7880384245328145,0.2792060618957315,1.7956623142760757,0.4272937608173524,0.0133928147216472,0.0849863180093019,0.0023074931235022,0.2603064985363931,229.5357803444615,0.002458008249189478,0.0,207.40840434987138
3.0305012609230646,1.0,6.432716215980558,3.175361897189111,1.0,6.298237696513731,3.1693868228805853,1.0,5.609431460309951,1.9330355592972728,0.9803956328969206,5.4070138952186815,0.7539144425620077,0.2689203324578693,1.6307156012856885,0.4449253747200127,0.0095327346486756,0.0639490524991365,0.0021878682304993,0.273331075241463,252.02371702824615,0.002411223137583401,0.0,256.52384148108035
2.747007611612092,1.0,6.642737224991887,2.8089281439350104,1.0,6.0150744654156005,2.736423365285477,1.0,6.761191577983249,2.0257213077041065,0.9324606085947172,6.075717004137606,0.7110243113193853,0.3668988396590386,2.405268511858337,0.4841954061133826,0.0141875989334372,0.0935354562312815,0.0023954033379862,0.355443512075711,329.5284393612427,0.0024850801108216415,0.0,258.59046335445703
3.0793349752440773,1.0,6.694002784352607,3.193147928061661,1.0,6.390232202893183,2.377450354644592,1.0,7.035935641945926,1.020703085212392,0.7590067509550367,6.050790186100854,0.9214548836612856,0.5270068612271064,2.632856439371231,,,,0.0022978953642894,0.2697353891934353,243.1283109528144,0.002384068809159729,0.0,271.64411106327526
2.5022400415876818,1.0,7.166950422634697,3.147394818276979,1.0,6.237400080482259,2.6378321664924305,1.0,6.512861419440931,1.5873571346563222,0.980994762658024,6.310120365554105,0.6766681378618868,0.3852646571518377,2.207002652142364,,,,0.0024829059047268,0.353571134235103,314.76190936462507,0.002551076296600333,0.0,308.9149782473885
2.9181810870189917,1.0,6.438804495444844,2.903731456937893,1.0,6.289417821008864,2.9597075642778483,1.0,5.70267423091976,2.3264993240667446,0.9585455371701684,5.739036165259011,0.990617083979212,0.5988591148243896,3.662679538366721,,,,0.0021911430037065,0.3052026741478905,295.2639094372639,0.002533963490440025,0.0,263.240189877632
3.036164530975847,1.0,6.4910773519415725,3.0291245864073755,1.0,6.551569845153374,3.061510728372792,1.0,6.222593474014229,1.7168189250506385,0.9354823210170342,6.223769202182219,0.7651772953859193,0.5235654778538933,3.677772565138145,,,,0.0022721490267996,0.3147278650736119,289.5668165591193,0.0023288406479391975,0.0,246.00630741131945
3.5070095612218517,1.0,5.93131866028262,3.188883256816272,1.0,5.964586011398104,2.779075509628628,1.0,6.273526854084375,1.995854848849231,0.8710119295577399,5.49139904397197,0.8800591511214588,0.3432356686322202,2.060076458886485,,,,0.0025744376236308,0.3029199113001327,268.8654427829076,0.0024603063489459297,0.0,323.4499997519788
2.8749909154894544,1.0,6.408301047605756,2.3736542581196125,1.0,7.444650084640484,3.207579414048645,1.0,5.803067401378289,1.8441018907122195,0.8618893343202187,6.380959799702212,0.915904558295754,0.454666633693977,3.1636054065464783,,,,0.0023400854011248,0.3296559216053889,303.3749096429672,0.0025404268240230106,0.0,251.22137930936572
2.843275372352023,1.0,6.767298738315241,3.366320303643465,1.0,5.966969356308485,2.221451221326077,1.0,7.100240899353686,1.4890655735078149,0.9847542170435164,6.350027090642851,0.6505660289273558,0.2583131801764949,1.5700814014943858,,,,0.002474445531489,0.2975272761542826,260.3329459205774,0.002483617999105083,0.0,273.77635197802806
3.1857533284521917,1.0,6.409940222116428,2.831836417806361,1.0,6.268373159863577,3.2403770048589773,1.0,5.666116052184095,2.4933769536550683,0.958700347648198,5.156219074567524,0.8002813075472356,0.3786082356042729,2.3514454313917885,,,,0.0024704637661457,0.3298752632429524,307.0264847315078,0.002434445405775534,0.0,279.23338148423653
3.2743460046467296,1.0,5.90767049114303,2.7292241927008183,1.0,6.774618437761913,2.989414669494986,1.0,6.24721181681889,1.659799292666332,0.9008808311846834,5.414331847820312,0.7603089108740969,0.3935954945814404,2.612493890339697,,,,0.0025579033554951,0.3356816873606617,304.9232600686068,0.0025312436689520533,0.0,241.32972803952248
